seed,state_id,margin,weight,teacher_reward
94,59,-0.015389201954080889,4.077840390816178,-0.13609606613150707
94,60,-0.0029865858451660343,1.5973171690332069,-0.45929604953769376
94,62,-0.00020958864375934805,1.0419177287518697,-0.1190299084182001
95,4,-0.003826770922226913,1.7653541844453826,-0.15679124938943467
95,5,-0.0032886650356970804,1.657733007139416,-0.25180020174267287
95,7,-0.0048770383155165575,1.9754076631033115,-0.14595621990918944
95,8,-0.3312367660943586,24.0,-0.25342147153335925
95,10,-0.08538672423316784,18.07734484663357,-0.4043930408681464
95,13,-0.0001952450710830944,1.0390490142166189,-0.11705273047952464
95,14,-0.019620355361139485,4.924071072227897,-0.5417162599479072
95,16,-0.03199504626962274,7.3990092539245484,-0.16904216416126613
95,17,-0.0024243478813623653,1.484869576272473,-0.15572024682725938
95,23,-0.19723059663623022,24.0,-0.4783125609704254
95,24,-0.025459007424207175,6.091801484841435,-0.2164444696139399
95,29,-0.00025895770741052315,1.0517915414821046,-0.3374340001697289
95,30,-0.003371627604679961,1.6743255209359922,-0.14434411384397997
95,32,-0.009759593772440012,2.9519187544880023,-0.21490443683902244
95,33,-0.4023058490965284,24.0,-0.47413369726681437
95,34,-0.0003998061304770206,1.0799612260954041,-0.12590398908246023
95,35,-0.006214057389626965,2.242811477925393,-0.15767138967518912
95,37,-0.09007306621135316,19.014613242270634,-0.13600865517305785
95,38,-0.1252128224771527,24.0,-0.17739230527571448
95,39,-0.00019375061996702858,1.0387501239934056,-0.12128680584362918
95,40,-0.019986262189394255,4.997252437878851,-0.7058015054270901
95,41,-0.010190065488076078,3.0380130976152158,-0.211596076062623
95,43,-0.0002460831684986675,1.0492166336997335,-0.1276359436289863
95,44,-0.003569000703988967,1.7138001407977934,-0.2728982273286255
95,47,-0.0005846678833238972,1.1169335766647794,-0.1185786567629465
95,50,-0.01338870453475452,3.6777409069509037,-0.1295170230586513
95,52,-0.0028461298488453995,1.56922596976908,-0.10984458249702177
95,61,-0.000280262589649638,1.0560525179299276,-0.4330662795512791
95,62,-7.673159431367815e-05,1.0153463188627356,-0.11891455302284486
95,63,-0.0013538289178267326,1.2707657835653465,-0.17291354728988115
